Shell_Label,Shell_Part,Shell_N1,Shell_N2,Shell_N3,Shell_N4
9448562,1,37227234,37227235,37227365,37227364
9448563,1,37227235,37227236,37227366,37227365
9448564,1,37227236,37227237,37227367,37227366
9448565,1,37227237,37227238,37227368,37227367
9448566,1,37227238,37227239,37227369,37227368
9448567,1,37227239,37227240,37227370,37227369
9448568,1,37227241,37227242,37227372,37227371
9448569,1,37227242,37227243,37227373,37227372
9448570,1,37227243,37227244,37227374,37227373
9448571,1,37227244,37227245,37227375,37227374
9448572,1,37227245,37227246,37227376,37227375
9448573,1,37227246,37227247,37227377,37227376
9448574,1,37227247,37227248,37227378,37227377
9448575,1,37227248,37227249,37227379,37227378
9448576,1,37227249,37227250,37227380,37227379
9448577,1,37227250,37227251,37227381,37227380
9448578,1,37227251,37227252,37227382,37227381
9448579,1,37227252,37227253,37227383,37227382
9448580,1,37227253,37227254,37227384,37227383
9448581,1,37227254,37227255,37227385,37227384
9448582,1,37227255,37227256,37227386,37227385
9448583,1,37227256,37227257,37227387,37227386
9448584,1,37227257,37227258,37227388,37227387
9448585,1,37227258,37227259,37227389,37227388
9448586,1,37227259,37227260,37227390,37227389
9448587,1,37227260,37227261,37227391,37227390
9448588,1,37227261,37227262,37227392,37227391
9448589,1,37227262,37227263,37227393,37227392
9448590,1,37227263,37227264,37227394,37227393
9448591,1,37227264,37227265,37227395,37227394
9448592,1,37227265,37227266,37227396,37227395
9448593,1,37227266,37227267,37227397,37227396
9448594,1,37227267,37227268,37227398,37227397
9448595,1,37227268,37227269,37227399,37227398
9448596,1,37227269,37227270,37227400,37227399
9448597,1,37227270,37227271,37227401,37227400
9448598,1,37227271,37227272,37227402,37227401
9448599,1,37227272,37227273,37227403,37227402
9448600,1,37227273,37227274,37227404,37227403
9448601,1,37227274,37227275,37227405,37227404
9448602,1,37227275,37227276,37227406,37227405
9448603,1,37227276,37227277,37227407,37227406
9448604,1,37227277,37227278,37227408,37227407
9448605,1,37227278,37227279,37227409,37227408
9448606,1,37227279,37227280,37227410,37227409
9448607,1,37227280,37227281,37227411,37227410
9448608,1,37227281,37227282,37227412,37227411
9448609,1,37227282,37227283,37227413,37227412
9448610,1,37227283,37227284,37227414,37227413
9448611,1,37227284,37227285,37227415,37227414
9448612,1,37227285,37227286,37227416,37227415
9448613,1,37227286,37227287,37227417,37227416
9448614,1,37227287,37227288,37227418,37227417
9448615,1,37227288,37227289,37227419,37227418
9448616,1,37227289,37227290,37227420,37227419
9448617,1,37227290,37227291,37227421,37227420
9448618,1,37227291,37227292,37227422,37227421
9448619,1,37227292,37227293,37227423,37227422
9448620,1,37227293,37227294,37227424,37227423
9448621,1,37227294,37227295,37227425,37227424
9448622,1,37227295,37227296,37227426,37227425
9448623,1,37227296,37227297,37227427,37227426
9448624,1,37227297,37227298,37227428,37227427
9448625,1,37227298,37227299,37227429,37227428
9448626,1,37227299,37227300,37227430,37227429
9448627,1,37227300,37227301,37227431,37227430
9448628,1,37227301,37227302,37227432,37227431
9448629,1,37227302,37227303,37227433,37227432
9448630,1,37227303,37227304,37227434,37227433
9448631,1,37227304,37227305,37227435,37227434
9448632,1,37227305,37227306,37227436,37227435
9448633,1,37227306,37227307,37227437,37227436
9448634,1,37227307,37227308,37227438,37227437
9448635,1,37227308,37227309,37227439,37227438
9448636,1,37227309,37227310,37227440,37227439
9448637,1,37227310,37227311,37227441,37227440
9448638,1,37227311,37227312,37227442,37227441
9448639,1,37227312,37227313,37227443,37227442
9448640,1,37227313,37227314,37227444,37227443
9448641,1,37227314,37227315,37227445,37227444
9448642,1,37227315,37227316,37227446,37227445
9448643,1,37227316,37227317,37227447,37227446
9448644,1,37227317,37227318,37227448,37227447
9448645,1,37227318,37227319,37227449,37227448
9448646,1,37227319,37227320,37227450,37227449
9448647,1,37227320,37227321,37227451,37227450
9448648,1,37227321,37227322,37227452,37227451
9448649,1,37227322,37227323,37227453,37227452
9448650,1,37227323,37227324,37227454,37227453
9448651,1,37227324,37227325,37227455,37227454
9448652,1,37227325,37227326,37227456,37227455
9448653,1,37227326,37227327,37227457,37227456
9448654,1,37227327,37227328,37227458,37227457
9448655,1,37227328,37227329,37227459,37227458
9448656,1,37227329,37227330,37227460,37227459
9448657,1,37227330,37227331,37227461,37227460
9448658,1,37227331,37227332,37227462,37227461
9448659,1,37227332,37227333,37227463,37227462
9448660,1,37227333,37227334,37227464,37227463
9448661,1,37227334,37227335,37227465,37227464
9448662,1,37227335,37227336,37227466,37227465
9448663,1,37227336,37227337,37227467,37227466
9448664,1,37227337,37227338,37227468,37227467
9448665,1,37227338,37227339,37227469,37227468
9448666,1,37227339,37227340,37227470,37227469
9448667,1,37227340,37227341,37227471,37227470
9448668,1,37227341,37227342,37227472,37227471
9448669,1,37227342,37227343,37227473,37227472
9448670,1,37227343,37227344,37227474,37227473
9448671,1,37227344,37227345,37227475,37227474
9448672,1,37227345,37227346,37227476,37227475
9448673,1,37227346,37227347,37227477,37227476
9448674,1,37227347,37227348,37227478,37227477
9448675,1,37227348,37227349,37227479,37227478
9448676,1,37227349,37227350,37227480,37227479
9448677,1,37227350,37227351,37227481,37227480
9448678,1,37227351,37227352,37227482,37227481
9448679,1,37227352,37227353,37227483,37227482
9448680,1,37227353,37227354,37227484,37227483
9448681,1,37227354,37227355,37227485,37227484
9448682,1,37227355,37227356,37227486,37227485
9448683,1,37227356,37227357,37227487,37227486
9448684,1,37227357,37227358,37227488,37227487
9448685,1,37227358,37227359,37227489,37227488
9448686,1,37227359,37227360,37227490,37227489
9448687,1,37227360,37227361,37227491,37227490
9448688,1,37227361,37227362,37227492,37227491
9448689,1,37227362,37227363,37227493,37227492
9448690,1,37227363,37227364,37227494,37227493
9448691,1,37227364,37227365,37227495,37227494
9448692,1,37227365,37227366,37227496,37227495
9448693,1,37227366,37227367,37227497,37227496
9448694,1,37227367,37227368,37227498,37227497
9448695,1,37227368,37227369,37227499,37227498
9448696,1,37227369,37227370,37227500,37227499
9448697,1,37227371,37227372,37227502,37227501
9448698,1,37227372,37227373,37227503,37227502
9448699,1,37227373,37227374,37227504,37227503
9448700,1,37227374,37227375,37227505,37227504
9448701,1,37227375,37227376,37227506,37227505
9448702,1,37227376,37227377,37227507,37227506
9448703,1,37227377,37227378,37227508,37227507
9448704,1,37227378,37227379,37227509,37227508
9448705,1,37227379,37227380,37227510,37227509
9448706,1,37227380,37227381,37227511,37227510
9448707,1,37227381,37227382,37227512,37227511
9448708,1,37227382,37227383,37227513,37227512
9448709,1,37227383,37227384,37227514,37227513
9448710,1,37227384,37227385,37227515,37227514
9448711,1,37227385,37227386,37227516,37227515
9448712,1,37227386,37227387,37227517,37227516
9448713,1,37227387,37227388,37227518,37227517
9448714,1,37227388,37227389,37227519,37227518
9448715,1,37227389,37227390,37227520,37227519
9448716,1,37227390,37227391,37227521,37227520
9448717,1,37227391,37227392,37227522,37227521
9448718,1,37227392,37227393,37227523,37227522
9448719,1,37227393,37227394,37227524,37227523
9448720,1,37227394,37227395,37227525,37227524
9448721,1,37227395,37227396,37227526,37227525
9448722,1,37227396,37227397,37227527,37227526
9448723,1,37227397,37227398,37227528,37227527
9448724,1,37227398,37227399,37227529,37227528
9448725,1,37227399,37227400,37227530,37227529
9448726,1,37227400,37227401,37227531,37227530
9448727,1,37227401,37227402,37227532,37227531
9448728,1,37227402,37227403,37227533,37227532
9448729,1,37227403,37227404,37227534,37227533
9448730,1,37227404,37227405,37227535,37227534
9448731,1,37227405,37227406,37227536,37227535
9448732,1,37227406,37227407,37227537,37227536
9448733,1,37227407,37227408,37227538,37227537
9448734,1,37227408,37227409,37227539,37227538
9448735,1,37227409,37227410,37227540,37227539
9448736,1,37227410,37227411,37227541,37227540
9448737,1,37227411,37227412,37227542,37227541
9448738,1,37227412,37227413,37227543,37227542
9448739,1,37227413,37227414,37227544,37227543
9448740,1,37227414,37227415,37227545,37227544
9448741,1,37227415,37227416,37227546,37227545
9448742,1,37227416,37227417,37227547,37227546
9448743,1,37227417,37227418,37227548,37227547
9448744,1,37227418,37227419,37227549,37227548
9448745,1,37227419,37227420,37227550,37227549
9448746,1,37227420,37227421,37227551,37227550
9448747,1,37227421,37227422,37227552,37227551
9448748,1,37227422,37227423,37227553,37227552
9448749,1,37227423,37227424,37227554,37227553
9448750,1,37227424,37227425,37227555,37227554
9448751,1,37227425,37227426,37227556,37227555
9448752,1,37227426,37227427,37227557,37227556
9448753,1,37227427,37227428,37227558,37227557
9448754,1,37227428,37227429,37227559,37227558
9448755,1,37227429,37227430,37227560,37227559
9448756,1,37227430,37227431,37227561,37227560
9448757,1,37227431,37227432,37227562,37227561
9448758,1,37227432,37227433,37227563,37227562
9448759,1,37227433,37227434,37227564,37227563
9448760,1,37227434,37227435,37227565,37227564
9448761,1,37227435,37227436,37227566,37227565
9448762,1,37227436,37227437,37227567,37227566
9448763,1,37227437,37227438,37227568,37227567
9448764,1,37227438,37227439,37227569,37227568
9448765,1,37227439,37227440,37227570,37227569
9448766,1,37227440,37227441,37227571,37227570
9448767,1,37227441,37227442,37227572,37227571
9448768,1,37227442,37227443,37227573,37227572
9448769,1,37227443,37227444,37227574,37227573
9448770,1,37227444,37227445,37227575,37227574
9448771,1,37227445,37227446,37227576,37227575
9448772,1,37227446,37227447,37227577,37227576
9448773,1,37227447,37227448,37227578,37227577
9448774,1,37227448,37227449,37227579,37227578
9448775,1,37227449,37227450,37227580,37227579
9448776,1,37227450,37227451,37227581,37227580
9448777,1,37227451,37227452,37227582,37227581
9448778,1,37227452,37227453,37227583,37227582
9448779,1,37227453,37227454,37227584,37227583
9448780,1,37227454,37227455,37227585,37227584
9448781,1,37227455,37227456,37227586,37227585
9448782,1,37227456,37227457,37227587,37227586
9448783,1,37227457,37227458,37227588,37227587
9448784,1,37227458,37227459,37227589,37227588
9448785,1,37227459,37227460,37227590,37227589
9448786,1,37227460,37227461,37227591,37227590
9448787,1,37227461,37227462,37227592,37227591
9448788,1,37227462,37227463,37227593,37227592
9448789,1,37227463,37227464,37227594,37227593
9448790,1,37227464,37227465,37227595,37227594
9448791,1,37227465,37227466,37227596,37227595
9448792,1,37227466,37227467,37227597,37227596
9448793,1,37227467,37227468,37227598,37227597
9448794,1,37227468,37227469,37227599,37227598
9448795,1,37227469,37227470,37227600,37227599
9448796,1,37227470,37227471,37227601,37227600
9448797,1,37227471,37227472,37227602,37227601
9448798,1,37227472,37227473,37227603,37227602
9448799,1,37227473,37227474,37227604,37227603
9448800,1,37227474,37227475,37227605,37227604
9448801,1,37227475,37227476,37227606,37227605
9448802,1,37227476,37227477,37227607,37227606
9448803,1,37227477,37227478,37227608,37227607
9448804,1,37227478,37227479,37227609,37227608
9448805,1,37227479,37227480,37227610,37227609
9448806,1,37227480,37227481,37227611,37227610
9448807,1,37227481,37227482,37227612,37227611
9448808,1,37227482,37227483,37227613,37227612
9448809,1,37227483,37227484,37227614,37227613
9448810,1,37227484,37227485,37227615,37227614
9448811,1,37227485,37227486,37227616,37227615
9448812,1,37227486,37227487,37227617,37227616
9448813,1,37227487,37227488,37227618,37227617
9448814,1,37227488,37227489,37227619,37227618
9448815,1,37227489,37227490,37227620,37227619
9448816,1,37227490,37227491,37227621,37227620
9448817,1,37227491,37227492,37227622,37227621
9448818,1,37227492,37227493,37227623,37227622
9448819,1,37227493,37227494,37227624,37227623
9448820,1,37227494,37227495,37227625,37227624
9448821,1,37227495,37227496,37227626,37227625
9448822,1,37227496,37227497,37227627,37227626
9448823,1,37227497,37227498,37227628,37227627
9448824,1,37227498,37227499,37227629,37227628
9448825,1,37227499,37227500,37227630,37227629
9448826,1,37227501,37227502,37227632,37227631
9448827,1,37227502,37227503,37227633,37227632
9448828,1,37227503,37227504,37227634,37227633
9448829,1,37227504,37227505,37227635,37227634
9448830,1,37227505,37227506,37227636,37227635
9448831,1,37227506,37227507,37227637,37227636
9448832,1,37227507,37227508,37227638,37227637
9448833,1,37227508,37227509,37227639,37227638
9448834,1,37227509,37227510,37227640,37227639
9448835,1,37227510,37227511,37227641,37227640
9448836,1,37227511,37227512,37227642,37227641
9448837,1,37227512,37227513,37227643,37227642
9448838,1,37227513,37227514,37227644,37227643
9448839,1,37227514,37227515,37227645,37227644
9448840,1,37227515,37227516,37227646,37227645
9448841,1,37227516,37227517,37227647,37227646
9448842,1,37227517,37227518,37227648,37227647
9448843,1,37227518,37227519,37227649,37227648
9448844,1,37227519,37227520,37227650,37227649
9448845,1,37227520,37227521,37227651,37227650
9448846,1,37227521,37227522,37227652,37227651
9448847,1,37227522,37227523,37227653,37227652
9448848,1,37227523,37227524,37227654,37227653
9448849,1,37227524,37227525,37227655,37227654
9448850,1,37227525,37227526,37227656,37227655
9448851,1,37227526,37227527,37227657,37227656
9448852,1,37227527,37227528,37227658,37227657
9448853,1,37227528,37227529,37227659,37227658
9448854,1,37227529,37227530,37227660,37227659
9448855,1,37227530,37227531,37227661,37227660
9448856,1,37227531,37227532,37227662,37227661
9448857,1,37227532,37227533,37227663,37227662
9448858,1,37227533,37227534,37227664,37227663
9448859,1,37227534,37227535,37227665,37227664
9448860,1,37227535,37227536,37227666,37227665
9448861,1,37227536,37227537,37227667,37227666
9448862,1,37227537,37227538,37227668,37227667
9448863,1,37227538,37227539,37227669,37227668
9448864,1,37227539,37227540,37227670,37227669
9448865,1,37227540,37227541,37227671,37227670
9448866,1,37227541,37227542,37227672,37227671
9448867,1,37227542,37227543,37227673,37227672
9448868,1,37227543,37227544,37227674,37227673
9448869,1,37227544,37227545,37227675,37227674
9448870,1,37227545,37227546,37227676,37227675
9448871,1,37227546,37227547,37227677,37227676
9448872,1,37227547,37227548,37227678,37227677
9448873,1,37227548,37227549,37227679,37227678
9448874,1,37227549,37227550,37227680,37227679
9448875,1,37227550,37227551,37227681,37227680
9448876,1,37227551,37227552,37227682,37227681
9448877,1,37227552,37227553,37227683,37227682
9448878,1,37227553,37227554,37227684,37227683
9448879,1,37227554,37227555,37227685,37227684
9448880,1,37227555,37227556,37227686,37227685
9448881,1,37227556,37227557,37227687,37227686
9448882,1,37227557,37227558,37227688,37227687
9448883,1,37227558,37227559,37227689,37227688
9448884,1,37227559,37227560,37227690,37227689
9448885,1,37227560,37227561,37227691,37227690
